abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,P0424_PEDE_B25_F04_001,,https://api.dc.library.northwestern.edu/api/v2/works/1176f427-2202-42f6-8577-e56d497601f0,Work,ark:/81985/n2mp4zd5r,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/1176f427-2202-42f6-8577-e56d497601f0,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:51.397478Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"March 2, 1954",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,Fundraising; miscellaneous correspondence,4,correspondence,1176f427-2202-42f6-8577-e56d497601f0,,https://api.dc.library.northwestern.edu/api/v2/works/1176f427-2202-42f6-8577-e56d497601f0?as=iiif,2023-02-20T16:39:27.512034,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.905855Z,,,5 cm (height) x 9 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/6701e16e-a698-4b85-b965-6fae9b962a90,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/1176f427-2202-42f6-8577-e56d497601f0/thumbnail,Correspondence related to church benefit,Public,Image
,P0424_PEDE_B25_F05_007,,https://api.dc.library.northwestern.edu/api/v2/works/4e39e6f2-7822-4e22-b0b2-9572627e3e9e,Work,ark:/81985/n2ng4kj19,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/4e39e6f2-7822-4e22-b0b2-9572627e3e9e,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:15.467651Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"June 20, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso|p. 12 recto|p. 12 verso|p. 13 recto|p. 13 verso|p. 14 recto|p. 14 verso|p. 15 recto|p. 15 verso|p. 16 recto|p. 16 verso|p. 17 recto|p. 17 verso|p. 18 recto|p. 18 verso|p. 19 recto|p. 19 verso|p. 20 recto|p. 20 verso|p. 21 recto|p. 21 verso|p. 22 recto|p. 22 verso|p. 23 recto|p. 23 verso|p. 24 recto|p. 24 verso|p. 25 recto|p. 25 verso|p. 26 recto|p. 26 verso|p. 27 recto|p. 27 verso|p. 28 recto|p. 28 verso|p. 29 recto|p. 29 verso|p. 30 recto|p. 30 verso|p. 31 recto|p. 31 verso|p. 32 recto|p. 32 verso|p. 33 verso|p. 34 recto|p. 34 verso|p. 35 recto|p. 35 verso|p. 36 recto|p. 36 verso|p. 37 recto|p. 37 verso|p. 38 recto|p. 38 verso|p. 39 recto|p. 39 verso|p. 40 recto|p. 40 verso|p. 41 recto|p. 41 verso|p. 42 recto|p. 42 verso|p. 43 recto|p. 43 verso|p. 44 recto|p. 44 verso|p. 44 recto|p. 44 verso|p. 45 recto|p. 45 verso|p. 46 recto|p. 46 verso|p. 47 recto|p. 47 verso|p. 48 recto|p. 48 verso|p. 49 recto|p. 49 verso|p. 50 recto|p. 50 verso|p. 51 recto|p. 51 verso|p. 52 recto|p. 52 verso|p. 53 recto|p. 53 verso|p. 54 recto|p. 55 verso|p. 56 recto|p. 56 verso|p. 33 recto,Newspaper clippings; invoices and receipts; spreadsheets,5,correspondence|invoices,4e39e6f2-7822-4e22-b0b2-9572627e3e9e,,https://api.dc.library.northwestern.edu/api/v2/works/4e39e6f2-7822-4e22-b0b2-9572627e3e9e?as=iiif,2023-02-20T16:39:27.581065,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.990404Z,,,18 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/039eae44-3f87-497b-b5eb-21ecb1898ce4,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/4e39e6f2-7822-4e22-b0b2-9572627e3e9e/thumbnail,"Set of 56 documents; including receipts, invoices, and correspondence",Public,Image
,P0424_PEDE_B25_F05_004,,https://api.dc.library.northwestern.edu/api/v2/works/5d46e73b-1087-4df7-959e-ab39d853fda7,Work,ark:/81985/n21r6qs11,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/5d46e73b-1087-4df7-959e-ab39d853fda7,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:12.207722Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso,Newspaper clippings; invoices and receipts; spreadsheets,5,documents (object genre)|newspaper clippings,5d46e73b-1087-4df7-959e-ab39d853fda7,,https://api.dc.library.northwestern.edu/api/v2/works/5d46e73b-1087-4df7-959e-ab39d853fda7?as=iiif,2023-02-20T16:39:27.600845,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.008926Z,,,14.5 cm (height) x 6.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/17b99702-f033-455d-ae6c-1dace2da5e28,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/5d46e73b-1087-4df7-959e-ab39d853fda7/thumbnail,"Materials related to Lydia Pederson's African film; including handwritten notes, flyer, and newsclippings",Public,Image
,P0424_PEDE_B25_F02_003,,https://api.dc.library.northwestern.edu/api/v2/works/2c80c52d-0e21-42aa-9cf6-d897885c652d,Work,ark:/81985/n2b56gw8s,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/2c80c52d-0e21-42aa-9cf6-d897885c652d,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:59.886441Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,,2,documents (object genre),2c80c52d-0e21-42aa-9cf6-d897885c652d,,https://api.dc.library.northwestern.edu/api/v2/works/2c80c52d-0e21-42aa-9cf6-d897885c652d?as=iiif,2023-02-20T16:39:27.677608,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.962583Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/4e87f5ac-0f3a-4ded-9915-203e128bb7c6,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/2c80c52d-0e21-42aa-9cf6-d897885c652d/thumbnail,Animals- Third Section,Public,Image
,P0424_PEDE_B25_F06_001,,https://api.dc.library.northwestern.edu/api/v2/works/35d19c62-72a7-4a60-a3cc-35e38f4c48a9,Work,ark:/81985/n2fx76q3q,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/35d19c62-72a7-4a60-a3cc-35e38f4c48a9,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:59.349372Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"November 5, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,Shipping materials,6,correspondence,35d19c62-72a7-4a60-a3cc-35e38f4c48a9,,https://api.dc.library.northwestern.edu/api/v2/works/35d19c62-72a7-4a60-a3cc-35e38f4c48a9?as=iiif,2023-02-20T16:39:27.684011,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.973383Z,,,6 cm (height) x 9 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/329a0710-3620-424e-ac08-e7d0c94ad501,,Copyright Undetermined,Materials used to send these associated materials to Northwestern University,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/35d19c62-72a7-4a60-a3cc-35e38f4c48a9/thumbnail,"Set of 3 materials; including correspondence, brochure, and ticket",Public,Image
,P0424_PEDE_B25_F02_005,,https://api.dc.library.northwestern.edu/api/v2/works/4f09ad44-3895-48b9-bf1a-759d3152fa80,Work,ark:/81985/n2dz05t2j,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/4f09ad44-3895-48b9-bf1a-759d3152fa80,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:09.902419Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 2 verso,,2,documents (object genre),4f09ad44-3895-48b9-bf1a-759d3152fa80,,https://api.dc.library.northwestern.edu/api/v2/works/4f09ad44-3895-48b9-bf1a-759d3152fa80?as=iiif,2023-02-20T16:39:27.722822,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.001578Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/c5abc1ac-b707-42f4-a247-4857acad9a3d,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/4f09ad44-3895-48b9-bf1a-759d3152fa80/thumbnail,Nine Mau Maus were hung from this scaffold at the Nyeri prison camp.,Public,Image
,P0424_PEDE_B25_F04_004,,https://api.dc.library.northwestern.edu/api/v2/works/5c947ec9-fc7a-4c8f-8005-9aa5e92dcab4,Work,ark:/81985/n22n52909,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/5c947ec9-fc7a-4c8f-8005-9aa5e92dcab4,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:01.861008Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"September 14, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso|p. 12 recto|p. 12 verso|p. 13 recto|p. 13 verso|p.14 recto|p. 14 verso|p. 15 recto|p. 15 verso|p. 16 recto|p. 16 verso,Fundraising; miscellaneous correspondence,4,documents (object genre),5c947ec9-fc7a-4c8f-8005-9aa5e92dcab4,,https://api.dc.library.northwestern.edu/api/v2/works/5c947ec9-fc7a-4c8f-8005-9aa5e92dcab4?as=iiif,2023-02-20T16:39:27.728304,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T14:44:31.160358Z,,,5 cm (height) x 8.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/a35f6cf8-ac4f-4391-9455-c92354b4b0ed,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/5c947ec9-fc7a-4c8f-8005-9aa5e92dcab4/thumbnail,fundraising materials,Public,Image
,P0424_PEDE_B25_F02_004,,https://api.dc.library.northwestern.edu/api/v2/works/4a50b960-9ca1-434b-9197-e051bfed15b2,Work,ark:/81985/n2hq3vq62,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/4a50b960-9ca1-434b-9197-e051bfed15b2,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:23.498522Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso,,2,documents (object genre),4a50b960-9ca1-434b-9197-e051bfed15b2,,https://api.dc.library.northwestern.edu/api/v2/works/4a50b960-9ca1-434b-9197-e051bfed15b2?as=iiif,2023-02-20T16:39:31.483600,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.984341Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/58ab4442-99df-4794-9ec3-25246473a48f,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/4a50b960-9ca1-434b-9197-e051bfed15b2/thumbnail,Victoria Falls,Public,Image
,P0424_PEDE_B25_F05_005,,https://api.dc.library.northwestern.edu/api/v2/works/4e7f4968-9c34-41f9-8a43-b83017bbd829,Work,ark:/81985/n2cz34x1t,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/4e7f4968-9c34-41f9-8a43-b83017bbd829,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:24.007736Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"April 1, 1952",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso,Newspaper clippings; invoices and receipts; spreadsheets,5,receipts (financial records),4e7f4968-9c34-41f9-8a43-b83017bbd829,,https://api.dc.library.northwestern.edu/api/v2/works/4e7f4968-9c34-41f9-8a43-b83017bbd829?as=iiif,2023-02-20T16:39:31.523262,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.996022Z,,,17.5 cm (height) x 15 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/3b3e16a4-f3dd-4b01-aa49-b3a82ae84f9f,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/4e7f4968-9c34-41f9-8a43-b83017bbd829/thumbnail,Receipts,Public,Image
,P0424_PEDE_B25_F02_009,,https://api.dc.library.northwestern.edu/api/v2/works/7b3c1b6f-b96c-4a7b-9be2-78bf2396f011,Work,ark:/81985/n23n2359f,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/7b3c1b6f-b96c-4a7b-9be2-78bf2396f011,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:53.747774Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso,,2,documents (object genre),7b3c1b6f-b96c-4a7b-9be2-78bf2396f011,,https://api.dc.library.northwestern.edu/api/v2/works/7b3c1b6f-b96c-4a7b-9be2-78bf2396f011?as=iiif,2023-02-20T16:39:31.538795,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.021618Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/1c284781-117b-4cdd-bf3e-a38147dc02da,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/7b3c1b6f-b96c-4a7b-9be2-78bf2396f011/thumbnail,Ceremony of the Abakwetha,Public,Image
